"Host/IP","Port","Login","Password","Type","Level","Country","Tag(s)","Speed","Alive","Can Resolve Domain to IP"
"164.70.91.203","3172","","","WEB","Transparent","JAPAN","Public","0,276","24m",X
"167.172.157.96","80","","","WEB","Elite","UNITED STATES","Public","0,133","44m",X
"169.55.89.6","80","","","WEB","Elite","UNITED STATES","Public","0,103","13m",X
"171.100.254.137","8080","","","CONNECT","Elite","THAILAND","Public Facebook supremenewyork","0,312","32m",X
"171.228.47.183","54850","","","SOCKS4","Elite","VIETNAM","Public supremenewyork","0,219","35m",X
"175.139.245.16","8080","","","CONNECT","Elite","MALAYSIA","Public","3,289","24m",-
"176.119.16.40","8534","","","CONNECT","Elite","RUSSIAN FEDERATION","Public","0,137","17m",X
"176.126.103.194","44214","","","CONNECT","Elite","RUSSIAN FEDERATION","Public SSL","0,084","24m",X
"176.194.189.40","80","","","CONNECT","Elite","RUSSIAN FEDERATION","Public Facebook supremenewyork","0,093","32m",-
"178.17.62.152","8843","","","CONNECT","Elite","IRAQ","Public supremenewyork","0,058","31m",X
"178.17.62.152","8831","","","CONNECT","Elite","IRAQ","Public SSL","0,057","21m",X
"178.215.163.218","4145","","","SOCKS4","Elite","UKRAINE","Public Google SSL","0,074","21m",-
"179.1.209.72","8080","","","CONNECT","Elite","COLOMBIA","Public Facebook supremenewyork","1,213","33m",X
"181.78.44.63","999","","","CONNECT","Elite","HONDURAS","Public Facebook supremenewyork","2,198","32m",-
"181.78.202.29","8080","","","CONNECT","Elite","ECUADOR","Public Facebook supremenewyork","2,228","34m",X
"183.60.141.41","443","","","WEB","Unknown","CHINA","Public","0,313","24m",X
"183.62.76.91","7890","","","CONNECT","Elite","CHINA","Public","0,342","39m",-
"183.215.23.242","9091","","","WEB","Unknown","CHINA","Public","0,251","43m",X
"185.49.243.130","3128","","","CONNECT","Elite","RUSSIAN FEDERATION","Public Facebook supremenewyork","2,153","33m",-
"185.93.89.164","4025","","","SOCKS5","Elite","IRAN","Public SSL","0,043","19m",X
"185.162.238.37","3128","","","CONNECT","Elite","GREECE","Public SSL","0,075","24m",X
"185.191.236.162","3128","","","WEB","Transparent","SWITZERLAND","Public","0,037","14m",X
"186.0.144.81","9797","","","CONNECT","Elite","BRAZIL","Public","3,328","24m",-
"187.19.201.48","8080","","","CONNECT","Elite","BRAZIL","Public","4,275","22m",-
"190.8.164.243","8090","","","CONNECT","Elite","VENEZUELA","Public Google SSL","0,145","12m",-
"190.113.15.2","3127","","","CONNECT","Elite","CHILE","Public Facebook supremenewyork","0,241","38m",X
"190.128.241.102","80","","","WEB","Elite","PARAGUAY","Public","0,160","24m",X
"192.73.244.36","80","","","WEB","Elite","UNITED STATES","Public","0,158","42m",X
"192.241.156.17","1080","","","SOCKS4","Elite","UNITED STATES","Public supremenewyork","0,105","37m",-
"194.39.254.35","80","","","WEB","Transparent","IRAN","Public","0,128","41m",X
"194.186.248.97","80","","","CONNECT","Elite","RUSSIAN FEDERATION","Public Google SSL","0,132","21m",-
"195.74.86.205","80","","","WEB","Elite","NETHERLANDS","Public","1,094","31m",X
"195.114.209.50","80","","","WEB","Elite","SPAIN","Public","1,063","33m",X
"196.1.93.10","80","","","WEB","Elite","SENEGAL","Public","0,066","31m",X
"197.44.54.74","6881","","","SOCKS5","Elite","EGYPT","Public SSL","0,075","17m",X
"198.49.68.80","80","","","WEB","Elite","UNITED STATES","Public","1,296","24m",X
"198.199.86.11","8080","","","WEB","Elite","UNITED STATES","Public","0,112","44m",X
"198.199.86.11","1080","","","SOCKS5","Elite","UNITED STATES","Public","0,111","16m",-
"198.199.86.11","80","","","CONNECT","Elite","UNITED STATES","Public","0,112","35m",-
"198.199.86.11","3128","","","CONNECT","Elite","UNITED STATES","Public","0,104","44m",-
"199.188.204.105","8080","","","CONNECT","Elite","UNITED STATES","Public supremenewyork","0,214","33m",-
"200.24.146.97","8080","","","CONNECT","Elite","ECUADOR","Public Facebook supremenewyork","0,188","36m",X
"200.41.182.243","4145","","","SOCKS4","Elite","ARGENTINA","Public Facebook supremenewyork","0,234","40m",-
"200.43.231.17","4145","","","SOCKS4","Elite","ARGENTINA","Public","0,264","16m",-
"200.85.167.254","8080","","","WEB","Transparent","NICARAGUA","Public","0,161","35m",X
"200.105.192.6","5678","","","SOCKS4","Elite","BOLIVIA","Public","4,333","23m",-
"200.125.40.38","5678","","","SOCKS4","Elite","URUGUAY","Public Facebook supremenewyork","1,171","43m",-
"200.174.198.158","8888","","","WEB","Transparent","BRAZIL","Public","0,141","31m",X
"201.134.41.110","443","","","WEB","Elite","MEXICO","Public","0,199","15m",X
"201.234.96.50","999","","","CONNECT","Elite","MEXICO","Public Facebook supremenewyork","3,253","32m",-
"202.5.62.55","8080","","","CONNECT","Elite","BANGLADESH","Public Google SSL","1,289","17m",-
"202.5.47.47","2727","","","CONNECT","Elite","BANGLADESH","Public","4,344","34m",X
"202.5.37.89","2727","","","CONNECT","Elite","BANGLADESH","Public","2,276","35m",X
"202.5.60.199","2727","","","CONNECT","Elite","BANGLADESH","Public Google SSL","2,254","24m",-
"202.40.181.220","31247","","","SOCKS4","Elite","BANGLADESH","Public","0,217","43m",-
"202.59.194.43","8088","","","CONNECT","Elite","INDONESIA","Public Google SSL","0,269","20m",-
"202.79.47.194","1080","","","SOCKS4","Elite","NEPAL","Public","0,309","43m",-
"202.165.40.138","80","","","CONNECT","Elite","INDONESIA","Public Facebook supremenewyork","1,206","44m",-
"202.165.34.227","3128","","","CONNECT","Elite","INDONESIA","Public SSL","0,173","24m",-
"202.180.21.214","80","","","CONNECT","Elite","INDONESIA","Public Facebook supremenewyork","2,343","32m",-
"203.19.38.114","1080","","","WEB","Elite","CHINA","Public SSL","0,271","20m",X
"203.74.125.18","8888","","","CONNECT","Elite","TAIWAN","Public Google SSL","0,289","20m",-
"203.112.223.126","5678","","","SOCKS4","Elite","BANGLADESH","Public","4,308","22m",-
"208.87.243.199","7878","","","WEB","Transparent","UNITED STATES","Public","0,156","44m",X
"209.97.150.167","8080","","","CONNECT","Elite","UNITED STATES","Public","0,105","44m",-
"209.97.150.167","1080","","","SOCKS5","Elite","UNITED STATES","Public","0,112","17m",-
"209.97.150.167","80","","","CONNECT","Elite","UNITED STATES","Public","0,107","33m",-
"209.97.150.167","3128","","","CONNECT","Elite","UNITED STATES","Public","0,105","39m",-
"210.87.74.71","8080","","","CONNECT","Elite","INDONESIA","Public","4,317","36m",X
"211.230.49.122","3128","","","WEB","Transparent","KOREA","Public","0,265","33m",X
"213.35.105.30","8080","","","CONNECT","Elite","SINGAPORE","Public","0,343","32m",-
"218.77.183.214","5224","","","WEB","Transparent","CHINA","Public","0,330","23m",X
"220.233.184.21","80","","","WEB","Transparent","AUSTRALIA","Public","0,267","33m",X
"221.1.104.177","7302","","","SOCKS5","Elite","CHINA","Public","0,317","37m",X
"222.59.173.105","44077","","","SOCKS5","Elite","CHINA","Public","0,276","19m",-
"222.59.173.105","44043","","","SOCKS5","Elite","CHINA","Public","0,284","16m",-
"222.59.173.105","44032","","","SOCKS5","Elite","CHINA","Public","0,232","35m",-
"222.59.173.105","44037","","","SOCKS5","Elite","CHINA","Public","0,232","17m",-
"222.59.173.105","44178","","","SOCKS5","Elite","CHINA","Public","1,232","21m",-
"222.59.173.105","44009","","","SOCKS5","Elite","CHINA","Public","2,323","15m",-
"222.59.173.105","45101","","","CONNECT","Elite","CHINA","Public","1,259","32m",-
"222.59.173.105","45247","","","CONNECT","Elite","CHINA","Public","0,270","37m",-
"222.165.205.212","1452","","","CONNECT","Elite","INDONESIA","Public Facebook supremenewyork","1,244","39m",-
